01_Clase,02_Orden,03_Familia,04_Nombre científico I,05_Nombre científico II,06_Nombre vernáculo,07_CITES,08_Categoría amenaza nacional Res. 1912/2017,09_Endemismo,10_Migratoria,11_Introducida/Invasora,12_Distribución,Amagá,Amalfi,Andes,Angelópolis,Angostura,Anorí,Anzá,Armenia,Barbosa,Bello,Belmira,Betania,Betulia,Briceño,Buriticá,Cáceres,Caicedo,Caldas,Campamento,Caracolí,Caramanta,Carolina del Príncipe,Caucasia,Cisneros,Ciudad Bolívar,Concordia,Copacabana,Donmatías,Ebéjico,El Bagre,Entrerríos,Envigado,Fredonia,Girardota,Gómez Plata,Guadalupe,Heliconia,Hispania,Itagüí,Ituango,Jardín,Jericó,La Estrella,La Pintada,Liborina,Maceo,Medellín,Montebello,Nechí,Olaya,Pueblorrico,Puerto Berrío,Puerto Nare,Remedios,Sabanalarga,Sabaneta,Salgar,San Andrés de Cuerquia,San Jerónimo,San José de la Montaña,San Pedro de los Milagros,Santa Bárbara,Santa Fe de Antioquia,Santa Rosa de Osos,Segovia,Sopetrán,Támesis,Tarazá,Tarso,Titiribí,Toledo,Valdivia,Valparaíso,Vegachí,Venecia,Yalí,Yarumal,Yolombó,Yondó,Zaragoza
ANFIBIOS,ANURA,Craugastoridae,Pristimantis fallax,Eleutherodactylus fallax,,,VU,END,,,1100-1850,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis gaigeae,Eleutherodactylus gaigeae,,,,,,,10-1200,,44,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis gracilis,Eleutherodactylus gracilis,,,,END,,,1900-2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis helvolus,Eleutherodactylus helvolus,Rana pierniamarilla,,,END,,,1800-1890,,,,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis lemur,Eleutherodactyus lemur,Rana picuda,,,END,,,1800-1950,,,,,,33,5,,,,,,,34,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,34,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis maculosus,Eleutherodactylus maculosus,Rana de lluvia manchada,,EN,END,,,2560-2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis paisa,Eleutherodactylus paisa,,,,END,,,1800-3100,,,,,,33,22,22,,,,,22,34,,,,,,,,13,,,,,,,22,,,,22,,,,,,,,,22,,,,,39,,,,,,,,,,,,39,,,,39,32,,39,,,22,,,,,,22,,34,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis palmeri,Eleutherodactylus palmeri,,,,END,,,1050-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis parectatus,Eleutherodactylus parectatus,,,,END,,,1800-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis penelopus,Eleutherodactylus penelopus,,,,END,,,1180-1750,,44,,,,33,,,,,,,,,,,,,,,,13,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis permixtus,Eleutherodactylus permixtus,Rana de muslos naranjas,,,END,,,2150-3700,,,,,,,5; 22,22,,,,,22,,,,5,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,40,,,5,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis phragmipleuron,Eleutherodactylus phragmipleuron,Rana ladrona de azúcar,,CR,END,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis piceus,Eleutherodactylus piceus,,,,END,,,2540-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis satagius,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis scoloblepharus,Eleutherodactylus scoloblepharus,Rana de lluvia cejuda,,EN,END,,,2620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis suetus,Eleutherodactylus suetus,Rana de lluvia minuscula,,VU,END,,,1750-2780,,,,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis supernatis,Eleutherodactylus supernatis,,,,,,,2500-3200,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis taeniatus,Eleutherodactylus taeniatus,,,,,,,0-1150,,44,,,,33,,,,,,,,18,,,,,,,,,,45,,,,,,,,,,,,,,,,18; 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,45,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis thectopternus,Eleutherodactylus thectopternus,Rana de espolón,,,END,,,1580-2540,,,,,,,5; 22,22,,,,,22,,,,5,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,5,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis uranobates,Eleutherodactylus uranobates,,,,END,,,3350-3480,,44,25,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis viejas,Eleutherodactylus viejas,,,,END,,,565-1950,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis w-nigrum,Eleutherodactylus w-nigrum,,,,,,,800-3200,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
ANFIBIOS,ANURA,Craugastoridae,Pristimantis zophus,Eleutherodactylus zophus,,,,END,,,2030-2200,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Strabomantis bufoniformis,Eleutherodactylus bufoniformis,,,,,,,75-1780,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Strabomantis necopinus,,Rana cabezona,,VU,,,,,,,,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Craugastoridae,Strabomantis ruizi,Eleutherodactylus ruizi,Rana de lluvia de ruiz,,EN,END,,,1500-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Andinobates opisthomelas,"Ranitomeya opisthomelas, Dendrobates opisthomelas*",II,,,END,,,1800-2060,,,,,,33,22,22,,,,,22,34,,,,,,,,13,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,34,,,
ANFIBIOS,ANURA,Dendrobatidae,Colostethus fraterdanieli,,,,,END,,,800-2900,,,,,,33,5; 22; 26,22,,,,,22,34,,,5,,,,,13,,,,,,,22,,,,22,,,,,,,,,22; 27,,,41,,,,,,,,,,,,,,,,,,5; 26,,,,,,22,,,,,,22,,34,,,
ANFIBIOS,ANURA,Dendrobatidae,Colostethus furviventris,,,,,END,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Colostethus inguinalis,Colostethus cacerensis,,,,END,,,50-85,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Colostethus pratti,,,,,,,,110-1600,,30; 44,,,,30; 33,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,18,,,,,,,,30
ANFIBIOS,ANURA,Dendrobatidae,Colostethus thorntoni,,,,,END,,,1480-2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Colostethus yaguara,,,,,END,,,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Dendrobates truncatus,,Rana veneno de dardo,II,,END,,,0-1800,,30,,,,30; 33,22; 26,22,,,,,22,18,,,,,,,,,14,,,,,,22,,,,22,,,,,,,18; 35,,22,,,41,,,,,,,43,,,,,,,,,,,26,,19; 30,,,29; 31,22,,,18,,,22,,,,,30
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus abditaurantius,Colostethus abditaurantius,,,,END,,,1450-2000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus betancuri,Colostethus betancuri,,,,END,,,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus bocagei,Colostethus bocagei,,,,,,,1170-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus borjai,Colostethus borjai,,,,END,,,1000-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus excisus,Colostethus excisus,,,,END,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Hyloxalus subpunctatus,Colostethus subpunctatus,,,,END,,,2100-4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Dendrobatidae,Rheobates palmatus,Colostethus palmatus,Rana cohete,,,END,,,350-2500,,,,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Eleutherodactylidae,Diasporus gularis,Eleutherodactylus gularis,,,,,,,0-1060,,,,,,33,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
ANFIBIOS,ANURA,Eleutherodactylidae,Diasporus tinker,Eleutherodactylus tinker,,,,END,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Cryptobatrachus fuhrmanni,Cryptobatrachus incertus,,,,END,,,900-2000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Dendropsophus bogerti,,,,,END,,,,36,,,,,33,22,22,,,,,22,34,,,,36,,,,13,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,40,,,,32,,,,,22,36,,,,,22; 36,,34,,,
ANFIBIOS,ANURA,Hylidae,Dendropsophus columbianus,Hyla columbiana,,,,END,,,950-2600,,,,,,33,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,32,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Hylidae,Dendropsophus ebraccatus,Hyla ebraccata,,,,,,,50-1600,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,34,,,
ANFIBIOS,ANURA,Hylidae,Dendropsophus microcephalus,Hyla microcephala,,,,,,,0-950,36,44,,,,33,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,36,,,,,36,,,,,
ANFIBIOS,ANURA,Hylidae,Ecnomiohyla phantasmagoria,Hyla phantasmagoria,Rana planeadora gigante,,CR,REST,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Gastrotheca antomia,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Gastrotheca bufona,,,,,END,,,1900-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Gastrotheca dunni,,,,,END,,,2200-2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Gastrotheca nicefori,,,,,,,,400-2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Hyloscirtus antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Hyloscirtus larinopygion,Hyla larinopygion,,,,,,,1950-3100,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Hylidae,Hyloscirtus palmeri,Hyla palmeri,,,,,,,100-1600,,30,,,,30; 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,30,,,29,,,,,,,,,,,,30
ANFIBIOS,ANURA,Hylidae,Hypsiboas boans,Hyla boans,,,,,,,0-500,,44,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,43,,,,,,,,,,,,,19,,,29; 31,,,,18,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Hypsiboas crepitans,Hyla crepitans,,,,,,,0-1700,36,44,,,,33,22,,,,,,22,18,,,,36,,,,,14,,,,,,22,24,,,22,,,,,,,18,,22,,,,,,,,,,,,,,,,,,,,,,,19,,,,22,36,,18,,,22; 36,,,,,
ANFIBIOS,ANURA,Hylidae,Hypsiboas pugnax,Hyla pugnax,Rana platanera,,,,,,0-1100,36,,,,,,22; 26,22,,,,,22,,,,,36,,,,,,,,,,,22,24,,,22,,,,,,,35,,22; 37,,37,41,,,,,,,,,,,,,,,,,,26,,19,,37,29; 31,22; 37,36,,,37,,22; 36; 37,,,,,
ANFIBIOS,ANURA,Hylidae,Hypsiboas rosenbergi,,,,,,,,0-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Phyllomedusa venusta,,,,,,,,130-1000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Scarthyla vigilans,Hyla vigilans,,,,,,,0-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Scinax rostratus,,,,,,,,300-1100,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Scinax ruber,Scinax rubra,,,,,,,0-1100,,44,,,,33,,,,,,,,,,,,,,,,,,28; 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,45,,
ANFIBIOS,ANURA,Hylidae,Scinax x-signatus,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Smilisca phaeota,,,,,,,,0-1560,,,,,,33,,,,,,,,34,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,34,45,,
ANFIBIOS,ANURA,Hylidae,Smilisca sila,,,,,,,,0-1100,,44,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Hylidae,Trachycephalus typhonius,Trachycephalus venulosus,Rana lechera común,,,,,,0-800,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Leiuperidae,Engystomops pustulosus,Physalaemus pustulosus,Rana túngara,,,,,,50-1400,,30; 44,,,,30,22; 26,22,,,,,22,18,,,,,,,,,14,,,,,,22,,,,22,,,,,,,18; 35,,22,,,41,,,,,,,43,,,,,,,,,,,26,,19; 30,,,29; 31,22,,,18,,,22,,,,,30
ANFIBIOS,ANURA,Leiuperidae,Pleurodema brachyops,,,,,,,,70-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Leiuperidae,Pseudopaludicola pusilla,,,,,,,,50-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus bolivianus,Leptodactylus insularum,,,,,,,0-810,,,,,,33,22,22,,,,,22,,,,,,,,,,,,,,,,22,24,,,22,,,,,,,,,22; 37,,37,,,,,,,,,,,,,,,,,,,,,,,37,,22; 37,,,,37,,22; 37,,,,,
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus colombiensis,,,,,,,,180-2600,,,,,,33,,,,,,,,,,,,,,,38,,,45,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,45,,
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus fuscus,Leptodactylus gualambensis,Rana picuda,,,,,,0-1500,,44,,,,33,,,,,,,,34,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,34,45,,
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus fragilis,Leptodactylus labialis,Rana de bigotes,,,,,,0-1300,36,30,,,,30; 33,22,22,,,,,22,,,,,36,,,,,,,,,,,22,,,,22,,,,,,,,,22; 37,,37,41,,,,,,,,,,,,,,,,,,,,19; 30,,37,29; 31,22; 37,36,,,37,,22; 36; 37,,,,,30
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus pentadactylus,Leptodactylus macroblepharus,,,,,,,0-900,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,11,,,,,,11,,,,,,,,19,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Leptodactylidae,Leptodactylus savagei,,,,,,,,,,,,,,33,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,,,,18,,,,,,,,
ANFIBIOS,ANURA,Microhylidae,Chiasmocleis panamensis,,,,,,,,30-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,ANURA,Microhylidae,Ctenophryne aterrima,Nelsonophryne aterrima,,,,,,,300-1600,,,,,,33,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Microhylidae,Relictivomer pearsei,,Ranita minadora,,,,,,0-500,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,29; 31,22,,,,,,22,,,,,
ANFIBIOS,ANURA,Ranidae,Lithobates catesbeianus,Rana catesbeiana,Rana toro,,,,,Invasora,400-1700,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22; 37,,37,,,,,,,,,,,,,,,,,,,,,,,37,,22; 37,,,,37,,22; 37,,,,,
ANFIBIOS,ANURA,Ranidae,Lithobates vaillanti,Rana vaillanti,,,,,,,0-1700,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,,,
ANFIBIOS,CAUDATA,Plethodontidae,Bolitoglossa hypacra,,,,,END,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
ANFIBIOS,CAUDATA,Plethodontidae,Bolitoglossa phalarosoma,,,,,,,,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,CAUDATA,Plethodontidae,Bolitoglossa ramosi,,,,,END,,,1930,,,,,,33,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
ANFIBIOS,CAUDATA,Plethodontidae,Bolitoglossa vallecula,,,,,END,,,1990-3100,,,,,,,22,22,,,,,22,34,,,,,,,,,,,,,,,22,,,12,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,34,,,
ANFIBIOS,CAUDATA,Plethodontidae,Oedipina parvipes,,,,,,,,100-1000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,GYMNOPHIONA,Caeciliaidae,Caecilia antioquiaensis,,,,,END,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,GYMNOPHIONA,Caeciliaidae,Caecilia pachynema,,,,,,,,1500-1700,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
ANFIBIOS,GYMNOPHIONA,Caeciliaidae,Oscaecilia polyzona,,,,,END,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,GYMNOPHIONA,Caeciliaidae,Parvicaecilia nicefori,,,,,END,,,225-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANFIBIOS,GYMNOPHIONA,Caeciliaidae,Typhlonectes natans,,,,,,,,100-400,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,,,,,,22,,,,,
ANFIBIOS,GYMNOPHIONA,Rhinatrematidae,Epicrionops parkeri,,,,,END,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPTILES,Crocodylia,Alligatoridae,Caiman crocodilus,Lacerta crocodilus,"Babilla, caiman común",I,,,,,0-800,,,,,,,22,22,,,,,22,,,,,,,,,,14,,,,,,22,,,,22,,,,,,,,,22,,,41,,,,,,,43,,,,,,,,,,,,,19,,,,22,,,,,,22,,,,,
