01_Clase,02_Orden,03_Familia,04_Nombre científico I,05_Nombre científico II,06_Nombre vernáculo,07_CITES,08_Categoría amenaza nacional Res. 1912/2017,09_Endemismo,10_Migratoria,11_Introducida/Invasora,12_Distribución,Amagá,Amalfi,Andes,Angelópolis,Angostura,Anorí,Anzá,Armenia,Barbosa,Bello,Belmira,Betania,Betulia,Briceño,Buriticá,Cáceres,Caicedo,Caldas,Campamento,Caracolí,Caramanta,Carolina del Príncipe,Caucasia,Cisneros,Ciudad Bolívar,Concordia,Copacabana,Donmatías,Ebéjico,El Bagre,Entrerríos,Envigado,Fredonia,Girardota,Gómez Plata,Guadalupe,Heliconia,Hispania,Itagüí,Ituango,Jardín,Jericó,La Estrella,La Pintada,Liborina,Maceo,Medellín,Montebello,Nechí,Olaya,Pueblorrico,Puerto Berrío,Puerto Nare,Remedios,Sabanalarga,Sabaneta,Salgar,San Andrés de Cuerquia,San Jerónimo,San José de la Montaña,San Pedro de los Milagros,Santa Bárbara,Santa Fe de Antioquia,Santa Rosa de Osos,Segovia,Sopetrán,Támesis,Tarazá,Tarso,Titiribí,Toledo,Valdivia,Valparaíso,Vegachí,Venecia,Yalí,Yarumal,Yolombó,Yondó,Zaragoza
AVES,ANSERIFORMES,Anatidae,Anas clypeata,,Pato cucharo,,,,,,0-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Anas cyanoptera,,Pato colorado,,EN,,Migratoria,,0-1000,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
AVES,ANSERIFORMES,Anatidae,Anas discors,,Pato careto,,,,Migratoria,,0-3600,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Anas flavirostris,,Pato paramuno,,,,,,2600-4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Cairina moschata,,Pato real,,,,,,0-2600,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
AVES,ANSERIFORMES,Anatidae,Dendrocygna autumnalis,Anas autumnalis,Pisingo común,III,,,,,0-2600,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,ANSERIFORMES,Anatidae,Dendrocygna bicolor,Anas bicolor,Pisingo maría,III,,,,,0-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Dendrocygna viduata,,Pisingo careta,,,,,,0-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Merganetta armata,,Pato de los torrentes,,,,,,1500-3500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Nomonyx dominicus,,Pato encapuchado,,,,,,0-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anatidae,Oxyura jamaicensis,,Pato andino,,EN,,Migratoria,,2500-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,ANSERIFORMES,Anhimidae,Chauna chavaria,,Chavarría,,VU,REST,,,0-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Chaetura brachyura,,Vencejo rabicorto,,,,,,0-800,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Chaetura chapmani,,Vencejo de Chapman,,,,,,100-1600,,,,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,32,,,,,22,,,,,,22,,,,,
AVES,APODIFORMES,Apodidae,Chaetura cinereiventris,,Vencejo ceniciento,,,,,,0-1800,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Chaetura meridionalis,,Vencejo sureño,,,,Migratoria,,0-1800,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Chaetura pelagica,,Vencejo de chimenea,,,,Migratoria,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Chaetura spinicaudus,Chaetura spinicauda,Vencejo lomiblanco,,,,,,0-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Cypseloides cryptus,,Vencejo barbiblanco,,,,,,300-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Apodidae,Panyptila cayennensis,,Vencejo rabihorcado,,,,,,0-1400,,,,,,33,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
AVES,APODIFORMES,Apodidae,Streptoprocne rutila,Cypseloides rutilus,Vencejo cuellirrojo,,,,,,800-3300,,,25,,,33,26,,,,,,,34,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,26,,19,,,,,,,,,,,,34,,,
AVES,APODIFORMES,Apodidae,Streptoprocne zonaris,,Vencejo de collar,,,,,,0-3500,36,30; 44,25,8,,30; 33,22; 26,22,,8,,,22,18; 34,,,,36,,,38,13,,28,,,,42,22,,,,22,,,,,,,18; 35,25,9; 22; 27; 37,,37; 38,,10,8,,,,9; 11,10,,,,,11,,,,,,23; 26,32; 42,19; 30,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,30
AVES,APODIFORMES,Trochilidae,Adelomyia melanogenys,Trochilus melanogenys,Colibrí pechipunteado,II,,,,,1000-2500,,,25,,,,5,,,,,,,34,,,5,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,8,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Aglaeactis cupripennis,Trochilus cupripennis,Colibrí paramuno,II,,,,,2900-3400,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Aglaiocercus coelestis,Cynanthus coelestis,Silfo violeta,II,,REST,,,300-2100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Aglaiocercus kingii,Aglaiocercus kingi,Silfo coliverde,II,,,,,1400-3000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Amazilia amabilis,Trochilus amabilis,Amazilia pechiazul,II,,,,,0-1000,,,,,,,,,,,,,,18; 34,,,,,,,,,,,,,,,,24,,,,,,,,,,18,,9; 27,,,,10,,,,,9,10,,,,,,,,,,,,,19,,,29; 31,9,,,18,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Amazilia franciae,Trochilus franciae,Amazilia andino,II,,,,,1000-2000,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Amazilia saucerrottei,Trochilus saucerrottei,Amazilia coliazul,II,,,,,0-2000,,,25,8,,33,22; 26,22,,,,,22,18,,,,,,,,,,,,,,42,22,,,,22,,,,,,,18,25,9; 22; 37,,37,,10,,,,,9; 11,10,,,,,11,,,,,,23; 26,42,,,37,,9; 22; 37,,,18,37,,22; 37,,,,,
AVES,APODIFORMES,Trochilidae,Amazilia tzacatl,Amazilia handleyi,Amazilia colirrufo,II,,,,,0-1800,36,44,25,8,,33,22; 26,22,,,,,22,18; 34,,,,36,,,38,,,,,,,,22,24,,,22,,,,,,,18,25,9; 22; 27; 37,,37; 38,41,10,,,,,9; 11,10; 43,,,,,11,,,,,,23; 26,,19,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,
AVES,APODIFORMES,Trochilidae,Androdon aequatorialis,,Colibrí dentado,II,,REST,,,1400-2700,,30,,,,30; 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,30
AVES,APODIFORMES,Trochilidae,Anthracothorax nigricollis,Trochilus nigricollis,Mango pechinegro,II,,,,,0-1750,,,,,,33,22; 26,22,,,,,22,18,,,,,,,38,,,28,,,,42,22,,,,22,,,,,,,18,,9; 22; 37,,37; 38,,10,,,,,9; 11,10; 43,,,,,11,,,,,,23; 26,42,,,37,,9; 22; 37,,,18,37; 38,,22; 37,,,,,
AVES,APODIFORMES,Trochilidae,Boissonneaua flavescens,Trochilus flavescens,Colibrí chupasavia,II,,,,,1400-2800,,,25,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,40,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Calliphlox mitchellii,Trochilus mitchellii,Zumbador pechiblanco,II,,REST,,,0-1900,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Campylopterus falcatus,Trochilus falcatus,Ala de sable violeta,II,,,,,500-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Chaetocercus heliodor,Acestrura heliodor,Zumbador diminuto,II,,,,,500-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Chaetocercus mulsant,Ornismya mulsant,Zumbador ventriblanco,II,,,,,1500-2800,,,25,,,,5,,,,,,,,,,5,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,8,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Chalybura buffonii,Trochilus buffonii,Colibrí de Buffon,II,,,,,0-2000,36,,,,,,22,22,,,,,22,18,,,,36,,,38,,,,,,,,22,,,,22,,,,,,,18; 35,,22; 37,,37; 38,,,,,,,,,,,,,,,,,,,,,,,37,,22; 37,36,,18,37; 38,,22; 36; 37,,,,,
AVES,APODIFORMES,Trochilidae,Chalybura urochrysia,Hypuroptila urochrysia,Colibrí colibroncíneo,II,,,,,0-900,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,37,,10,,,,,,10,,,,,,,,,,,,,30,,37,,37,,,,37,,37,,,,,30
AVES,APODIFORMES,Trochilidae,Chlorostilbon gibsoni,,Esmeralda piquirroja,II,,REST,,,0-500,,,,,,,,,,,,,,18,,,,,,,,,,,,,,42,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,18,,,,,,,,
AVES,APODIFORMES,Trochilidae,Chlorostilbon mellisugus,Chlorostilbon melanorhynchus,Esmeralda coliazul occidental,II,,REST,,,1000-2200,,,25,8,,33,26,,,,,,,34,,,,,,,,13,,28,,,,,,,,,,,,,,,,,25,9; 37,,37,,10,,,,,9,10,,,,,,,,,,,26,,19,,37,,9; 37,,,,37,,37,,34,,,
AVES,APODIFORMES,Trochilidae,Chrysolampis mosquitus,Trochilus mosquitus,Cabeza de rubí,II,,,,,0-1750,,,,,,,22,22,,,,,22,18,,,,,,,,,,,,,,,22,,,,22,,,,,,,18,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,18,,,22,,,,,
AVES,APODIFORMES,Trochilidae,Coeligena bonapartei,Coeligena orina,Inca de Frontino,II,EN,REST,,,3200,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Coeligena coeligena,Ornismya coeligena,Inca broncíneo,II,,,,,1500-2600,,,25,8,,33,,,,,,,,34,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,9; 27,,,,,8; 39,,,,9,,,,,,,,39,,,,39,,,39,,,9,,,,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Coeligena torquata,Ornismya torquata,Inca collarejo,II,,,,,1500-3000,,,25,,,,,,,8,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,18,,,,,,,,
AVES,APODIFORMES,Trochilidae,Colibri coruscans,Trochilus coruscans,Chillón común,II,,,,,1300-3600,,,25,8,,33,5,,,,,,,,,,5,,,,,13,,,,,,,,,,,,,,,,,,,25,9; 27,,,,,8; 39,,,,9,,,,,,,,39,,,,5; 39,32,,39,,,9,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Colibri delphinae,Ornismya delphinae,Chillón pardo,II,,,,,100-2200,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Colibri thalassinus,Trochilus thalassinus,Chillón verde,II,,,,,600-2800,,,25,8,,33,5,,,,,,,34,,,5,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,8; 39,,,,,,,,,,,,39,,,,5; 39,,,39,,,,,,,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Damophila julie,"Ornismya julie, Juliamyia julie",Damófila pechiverde,II,,,,,0-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Doryfera ludovicae,Trochilus ludovicae,Pico de lanza frentiverde,II,,,,,0-200,,,25,8,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Ensifera ensifera,Ornismya ensifera,Pico de sable,II,,,,,1700-3300,,,25,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Eriocnemis derbyi,Trochilus derbyi,Paramero rabihorcado,II,,REST,,,2500-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Eriocnemis vestita,Ornismya vestita,Paramero esmeraldino,II,,,,,2250-3850,,,25,,,,5,,,,,,,,,,5,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Eutoxeres aquila,Trochilus aquila,Pico de hoz,II,,,,,0-2100,,,,,,33,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Florisuga mellivora,Trochilus mellivorus,Colibrí collarejo,II,,,,,0-1600,36,,,,,33,22,22,,,,,22,18; 34,,,,36,,,,,,,,,,,22,24,,,22,,,,,,,18,,22; 37,,37,,10,,,,,11,10,,,,,11,,,,,,,,19,,37,,22; 37,36,,18,37,,22; 36; 37,,34,,,
AVES,APODIFORMES,Trochilidae,Glaucis hirsutus,Glaucis hirsuta,Ermitaño canelo,II,,,,,0-1000,,30,,,,30; 33,22,22,,,,,22,18; 34,,,,,,,,,,,,,,,22,,,,22,,,,,,,18,,22; 37,,37,,10,,,,,11,10; 43,,,,,11,,,,,,,,19; 30,,37,29; 31,22; 37,,,18,37,,22; 37,,34,,,30
AVES,APODIFORMES,Trochilidae,Haplophaedia aureliae,Trochilus aureliae,Helechero común,II,,,,,1500-3100,36,,25,8,,33,5; 22,22,,,,,22,,,,5,36,,,,13,,,,,,,22,,,,22,,,,,,,,25,22; 27,,,,,8,,,,,,,,,,,,,,,,5,,,,,,22,36,,,,,22; 36,,,,,
AVES,APODIFORMES,Trochilidae,Heliangelus exortis,Trochilus exortis,Heliángelus belicoso,II,,,,,1500-3400,,,25,,,,5,,,8,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Heliodoxa jacula,,Heliodoxa rabiazul,II,,,,,500-1500,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Heliodoxa leadbeateri,Trochilus leadbeateri,Heliodoxa coronado,II,,,,,1300-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Heliodoxa rubinoides,Trochilus rubinoides,Heliodoxa leonado,II,,,,,1800-2600,,,25,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Heliomaster longirostris,Trochilus longirostris,Picudo coronado,II,,,,,0-1500,,,25,,,,22,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,,25,22,,,,10,,,,,,10,,,,,,,,,,,,,,,,,22,,,,,,22,,,,,
AVES,APODIFORMES,Trochilidae,Heliothryx barroti,Trochilus barroti,Hadita coliblanca,II,,,,,0-1000,,,,,,33,,,,,,,,18; 34,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,29; 31,,,,18,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Klais guimeti,Trochilus guimeti,Cuatrojos violeta,II,,,,,400-1450,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Lafresnaya lafresnayi,Trochilus lafresnayi,Colibrí terciopelo,II,,,,,1500-3700,,,25,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Lepidopyga goudoti,Lepidopyga luminosa,Colibrí de Goudot,II,,,,,0-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Metallura tyrianthina,Trochilus tyrianthinus,Metalura colirrojo,II,,,,,1700-3600,,,25,,,,5,,,8,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Metallura williami,Trochilus williami,Metalura verde,II,,,,,2100-3800,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Ocreatus underwoodii,Ornismya underwoodii,Cola de raqueta,II,,,,,1500-2500,,,25,8,,33,,,,,,,,34,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,9; 27,,,,,8,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Phaethornis anthophilus,Trochilus anthophilus,Ermitaño carinegro,II,,,,,0-1500,,30,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10; 43,,,,,,,,,,,,,19; 30,,,29; 31,,,,,,,,,34,,,30
AVES,APODIFORMES,Trochilidae,Phaethornis guy,Trochilus guy,Ermitaño verde,II,,,,,900-2000,,,25,,,33,,,,,,,,18; 34,,,,,,,38,,,,,,,,,,,,,,,,,,,18,25,,,38,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,18,38,,,,34,,,
AVES,APODIFORMES,Trochilidae,Phaethornis longirostris,Phaethornis baroni,Ermitaño rabudo occidental,II,,,,,0-1050,,30,,,,,22,22,,,,,22,18,,,,,,,,,,,,,,,22,,,,22,,,,,,,18; 35,,22,,,41,10,,,,,,10,,,,,,,,,,,,,30,,,,22,,,18,,,22,,,,,30
AVES,APODIFORMES,Trochilidae,Phaethornis striigularis,Pygmornis striigularis,Ermitaño gorgiestriado,II,,,,,0-1200,36,30,,,,33,22; 26,22,,,,,22,18,,,,36,,,,,,,,,,,22,,,,22,,,,,,,18,,22,,,,10,,,,,,10,,,,,,,,,,,26,,19; 30,,,29; 31,22,36,,18,,,22; 36,,,,,30
AVES,APODIFORMES,Trochilidae,Phaethornis syrmatophorus,,Ermitaño leonado,II,,,,,800-2400,,,25,8,,33,5,,,,,,,18; 34,,,5,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,,,,,,,,,,,,,,,,5,,19,,,,,,,18,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Ramphomicron microrhynchum,Ornismya microrhyncha,Pico de tuna morado,II,,,,,1700-3400,,,25,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Schistes geoffroyi,Augastes geoffroyi,Pico de cuña,II,,,,,0-1000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Thalurania fannyi,Thalurania colombica,Ninfa coripúrpura,II,,,,,0-1200,,,,,,33,,,,,,,,18; 34,,,,,,,,,,,,,,,,24,,,,,,,,,,18; 35,,,,,41,10,,,,,,10,,,,,,,,,,,,,,,,,,,,18,,,,,34,,,
AVES,APODIFORMES,Trochilidae,Threnetes ruckeri,Trochilus ruckeri,Ermitaño barbudo,II,,,,,0-1050,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,29; 31,,,,,,,,,,,,
AVES,APODIFORMES,Trochilidae,Urochroa bougueri,Trochilus bougueri,Colibrí naguiblanco,II,,,,,1500-2500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus carolinensis,Antrostomus carolinensis,Guardacaminos de Carolina,,,,Migratoria,,1000-2600,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus cayennensis,,Guardacaminos rastrojero,,,,,,0-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles acutipennis,,Chotacabras menor,,,,Migratoria,,0-1000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles minor,,Chotacabras migratorio,,,,Migratoria,,0-2600,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,9,,,,,,,,,,,,23,32,,,,,9,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Lurocalis rufiventris,,Chotacabras buchirufo,,,,,,1650-3000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Nyctidromus albicollis,,Guardacaminos común,,,,,,0-2300,36,30; 44,25,8,,30; 33,22; 26,22,,8,,,22,18; 34,,,,36,,,,,,,,,,42,22,,,,22,,,,,,,18; 35,25,9; 22; 37,,37,,10,,,,,9; 11,10,,,,,11,,,,,,23; 26,42,19; 30,,37,29; 31,9; 22; 37,36,,18,37,,22; 36; 37,,34,,,30
AVES,CAPRIMULGIFORMES,Caprimulgidae,Nyctiphrynus rosenbergi,,Guardacaminos chocoano,,,REST,,,50-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Systellura longirostris,Caprimulgus longirostris,Guardacaminos andino,,,,,,1600-3600,,,25,8,,33,22,22,,8,,,22,,,,,,,,,13,,,,,,,22,,,,22,,,,,,,,25,9; 22,,,,10,,,,,9,10,,,,,,,,,,,,,,,,,9; 22,,,,,,22,,,,,
AVES,CAPRIMULGIFORMES,Caprimulgidae,Uropsalis lyra,,Guardacaminos lira,,,,,,800-2500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
